order_id,item_id,taiwan_price
10869,73,NT$250
10869,72,NT$270
10870,665,NT$340
10870,93,NT$70
10871,74,NT$250
10871,66,NT$220
10872,66,NT$220
10872,84,NT$100
10872,677,NT$230
10872,82,NT$90
10873,74,NT$250
10873,72,NT$270
10873,66,NT$220
10874,82,NT$90
10874,74,NT$250
10874,677,NT$230
10874,30,NT$240
10874,31,NT$190
10875,67,NT$370
10875,66,NT$220
10876,31,NT$190
10876,84,NT$100
10876,83,NT$90
10877,97,NT$100
10877,677,NT$230
10877,84,NT$100
10877,83,NT$90
10877,93,NT$70
10878,82,NT$90
10878,82,NT$90
10878,677,NT$230
10878,67,NT$370
10878,29,NT$290
10879,93,NT$70
10879,84,NT$100
10879,30,NT$240
10879,74,NT$250
10880,93,NT$70
10880,74,NT$250
10880,73,NT$250
10880,82,NT$90
10880,29,NT$290
10881,29,NT$290
10881,97,NT$100
10881,83,NT$90
10881,82,NT$90
10882,677,NT$230
10882,67,NT$370
10882,74,NT$250
10883,29,NT$290
10883,29,NT$290
10884,677,NT$230
10884,30,NT$240
10884,30,NT$240
10884,66,NT$220
10884,74,NT$250
10885,66,NT$220
10885,84,NT$100
10885,30,NT$240
10885,74,NT$250
10886,31,NT$190
10886,74,NT$250
10886,29,NT$290
10887,73,NT$250
10887,73,NT$250
10888,93,NT$70
10888,82,NT$90
10888,677,NT$230
10889,93,NT$70
10889,665,NT$340
10889,82,NT$90
10890,92,NT$70
10890,30,NT$240
10890,71,NT$220
10891,74,NT$250
10891,84,NT$100
10892,74,NT$250
10892,93,NT$70
10892,665,NT$340
10892,29,NT$290
10892,66,NT$220
10893,72,NT$270
10893,677,NT$230
10893,72,NT$270
10894,677,NT$230
10894,73,NT$250
10894,665,NT$340
10895,82,NT$90
10895,30,NT$240
10895,83,NT$90
10895,83,NT$90
10895,29,NT$290
10896,93,NT$70
10896,71,NT$220
10896,73,NT$250
10896,677,NT$230
10897,84,NT$100
10897,92,NT$70
10897,74,NT$250
10898,84,NT$100
10898,30,NT$240
10898,73,NT$250
10898,72,NT$270
10898,93,NT$70
10899,66,NT$220
10899,665,NT$340
10899,84,NT$100
10900,92,NT$70
10900,84,NT$100
10900,31,NT$190
10900,83,NT$90
10900,74,NT$250
10901,29,NT$290
10901,97,NT$100
10901,71,NT$220
10901,92,NT$70
10901,93,NT$70
10902,84,NT$100
10902,66,NT$220
10902,66,NT$220
10903,92,NT$70
10903,29,NT$290
10903,71,NT$220
10904,677,NT$230
10904,93,NT$70
10904,29,NT$290
10904,66,NT$220
10905,83,NT$90
10905,97,NT$100
10906,665,NT$340
10906,71,NT$220
10907,84,NT$100
10907,29,NT$290
10907,72,NT$270
10907,84,NT$100
10908,83,NT$90
10908,66,NT$220
10908,73,NT$250
10908,31,NT$190
10908,83,NT$90
10909,97,NT$100
10909,93,NT$70
10909,74,NT$250
10909,31,NT$190
10909,83,NT$90
10910,73,NT$250
10910,84,NT$100
10910,73,NT$250
10910,73,NT$250
10911,67,NT$370
10911,30,NT$240
10911,31,NT$190
10911,84,NT$100
10912,93,NT$70
10912,84,NT$100
10912,84,NT$100
10912,66,NT$220
10912,83,NT$90
10913,66,NT$220
10913,73,NT$250
10913,74,NT$250
10913,82,NT$90
10914,665,NT$340
10914,72,NT$270
10914,30,NT$240
10914,677,NT$230
10914,97,NT$100
10915,72,NT$270
10915,84,NT$100
10916,82,NT$90
10916,74,NT$250
10916,71,NT$220
10917,93,NT$70
10917,71,NT$220
10918,677,NT$230
10918,67,NT$370
10918,66,NT$220
10919,29,NT$290
10919,665,NT$340
10920,31,NT$190
10920,665,NT$340
10920,29,NT$290
10920,82,NT$90
10921,67,NT$370
10921,72,NT$270
10921,73,NT$250
10921,31,NT$190
10921,71,NT$220
10922,97,NT$100
10922,93,NT$70
10922,84,NT$100
10923,93,NT$70
10923,31,NT$190
10923,82,NT$90
10923,84,NT$100
10924,93,NT$70
10924,93,NT$70
10924,73,NT$250
10925,66,NT$220
10925,72,NT$270
10925,677,NT$230
10925,84,NT$100
10925,71,NT$220
10926,83,NT$90
10926,67,NT$370
10926,72,NT$270
10927,31,NT$190
10927,74,NT$250
10927,30,NT$240
10927,72,NT$270
10927,31,NT$190
10928,72,NT$270
10928,72,NT$270
10928,92,NT$70
10928,84,NT$100
10928,93,NT$70
10929,677,NT$230
10929,31,NT$190
10929,84,NT$100
10929,665,NT$340
10930,71,NT$220
10930,74,NT$250
10930,66,NT$220
10930,84,NT$100
10931,74,NT$250
10931,72,NT$270
10931,84,NT$100
10931,74,NT$250
10932,97,NT$100
10932,72,NT$270
10932,93,NT$70
10932,665,NT$340
10933,83,NT$90
10933,66,NT$220
10933,73,NT$250
10934,73,NT$250
10934,93,NT$70
10934,66,NT$220
10934,31,NT$190
10934,97,NT$100
10935,73,NT$250
10935,665,NT$340
10936,67,NT$370
10936,67,NT$370
10936,92,NT$70
10937,31,NT$190
10937,93,NT$70
10937,83,NT$90
10938,73,NT$250
10938,29,NT$290
10938,30,NT$240
10939,93,NT$70
10939,677,NT$230
10939,71,NT$220
10940,30,NT$240
10940,74,NT$250
10940,92,NT$70
10940,71,NT$220
10941,93,NT$70
10941,97,NT$100
10941,67,NT$370
10941,71,NT$220
10942,73,NT$250
10942,71,NT$220
10942,665,NT$340
10942,29,NT$290
10942,71,NT$220
10943,677,NT$230
10943,92,NT$70
10943,71,NT$220
10943,74,NT$250
10944,72,NT$270
10944,73,NT$250
10944,66,NT$220
10944,73,NT$250
10944,93,NT$70
10945,74,NT$250
10945,665,NT$340
10945,74,NT$250
10945,72,NT$270
10946,31,NT$190
10946,72,NT$270
10946,92,NT$70
10946,71,NT$220
10947,92,NT$70
10947,92,NT$70
10948,92,NT$70
10948,72,NT$270
10948,66,NT$220
10949,665,NT$340
10949,83,NT$90
10949,84,NT$100
10949,82,NT$90
10950,83,NT$90
10950,82,NT$90
10950,93,NT$70
10950,67,NT$370
10950,74,NT$250
10951,93,NT$70
10951,665,NT$340
10952,31,NT$190
10952,66,NT$220
10952,66,NT$220
10952,97,NT$100
10953,665,NT$340
10953,72,NT$270
10953,74,NT$250
10954,29,NT$290
10954,73,NT$250
10954,83,NT$90
10954,84,NT$100
10955,67,NT$370
10955,67,NT$370
10956,92,NT$70
10956,67,NT$370
10957,66,NT$220
10957,97,NT$100
10957,66,NT$220
10958,72,NT$270
10958,72,NT$270
10959,29,NT$290
10959,72,NT$270
10959,29,NT$290
10959,83,NT$90
10959,82,NT$90
10960,29,NT$290
10960,30,NT$240
10960,83,NT$90
10961,82,NT$90
10961,92,NT$70
10962,677,NT$230
10962,71,NT$220
10962,82,NT$90
10962,73,NT$250
10963,82,NT$90
10963,71,NT$220
10963,71,NT$220
10963,82,NT$90
10963,30,NT$240
10964,665,NT$340
10964,67,NT$370
10965,72,NT$270
10965,30,NT$240
10965,665,NT$340
10965,29,NT$290
10966,82,NT$90
10966,93,NT$70
10966,82,NT$90
10966,665,NT$340
10967,66,NT$220
10967,73,NT$250
10967,84,NT$100
10967,84,NT$100
10968,93,NT$70
10968,84,NT$100
10968,72,NT$270
10969,665,NT$340
10969,74,NT$250
10969,67,NT$370
10969,83,NT$90
10969,82,NT$90
10970,31,NT$190
10970,665,NT$340
10970,72,NT$270
10970,31,NT$190
10970,665,NT$340
10971,677,NT$230
10971,73,NT$250
10971,31,NT$190
10971,31,NT$190
10972,74,NT$250
10972,97,NT$100
10972,84,NT$100
10972,92,NT$70
10973,73,NT$250
10973,74,NT$250
10973,72,NT$270
10973,74,NT$250
10973,29,NT$290
10974,29,NT$290
10974,30,NT$240
10974,665,NT$340
10974,665,NT$340
10975,72,NT$270
10975,74,NT$250
10975,31,NT$190
10975,66,NT$220
10976,665,NT$340
10976,97,NT$100
10977,30,NT$240
10977,72,NT$270
10977,82,NT$90
10977,84,NT$100
10977,92,NT$70
10978,84,NT$100
10978,31,NT$190
10978,82,NT$90
10979,67,NT$370
10979,73,NT$250
10980,93,NT$70
10980,30,NT$240
10980,83,NT$90
10981,74,NT$250
10981,93,NT$70
10982,30,NT$240
10982,82,NT$90
10983,665,NT$340
10983,93,NT$70
10983,97,NT$100
10984,82,NT$90
10984,67,NT$370
10984,31,NT$190
10985,677,NT$230
10985,92,NT$70
10985,29,NT$290
10985,73,NT$250
10985,71,NT$220
10986,30,NT$240
10986,74,NT$250
10986,29,NT$290
10987,84,NT$100
10987,73,NT$250
10987,74,NT$250
10987,72,NT$270
10987,73,NT$250
10988,67,NT$370
10988,74,NT$250
10989,93,NT$70
10989,67,NT$370
10989,67,NT$370
10989,66,NT$220
10990,97,NT$100
10990,67,NT$370
10991,29,NT$290
10991,74,NT$250
10991,677,NT$230
10991,30,NT$240
10991,73,NT$250
10992,30,NT$240
10992,71,NT$220
10992,93,NT$70
10993,31,NT$190
10993,74,NT$250
10994,665,NT$340
10994,67,NT$370
10994,93,NT$70
10995,677,NT$230
10995,73,NT$250
10995,30,NT$240
10995,677,NT$230
10996,30,NT$240
10996,66,NT$220
10996,97,NT$100
10996,97,NT$100
10997,72,NT$270
10997,93,NT$70
10998,677,NT$230
10998,97,NT$100
10998,30,NT$240
10999,82,NT$90
10999,66,NT$220
10999,665,NT$340
11000,74,NT$250
11000,29,NT$290
11000,74,NT$250
11000,67,NT$370
11000,677,NT$230
11001,72,NT$270
11001,677,NT$230
11001,665,NT$340
11002,677,NT$230
11002,31,NT$190
11002,665,NT$340
11002,677,NT$230
11003,73,NT$250
11003,83,NT$90
11003,74,NT$250
11004,66,NT$220
11004,73,NT$250
11005,67,NT$370
11005,71,NT$220
11005,92,NT$70
11005,30,NT$240
11006,93,NT$70
11006,93,NT$70
11007,72,NT$270
11007,97,NT$100
11007,84,NT$100
11008,67,NT$370
11008,83,NT$90
11008,73,NT$250
11008,31,NT$190
11009,31,NT$190
11009,74,NT$250
11010,71,NT$220
11010,66,NT$220
11010,83,NT$90
11010,66,NT$220
11011,93,NT$70
11011,83,NT$90
11011,72,NT$270
11011,677,NT$230
11011,92,NT$70
11012,665,NT$340
11012,73,NT$250
11012,29,NT$290
11013,665,NT$340
11013,31,NT$190
11013,93,NT$70
11013,677,NT$230
11013,73,NT$250
11014,74,NT$250
11014,66,NT$220
11015,93,NT$70
11015,82,NT$90
11016,97,NT$100
11016,92,NT$70
11016,82,NT$90
11016,84,NT$100
11017,92,NT$70
11017,665,NT$340
11017,72,NT$270
11018,72,NT$270
11018,31,NT$190
11018,84,NT$100
11019,82,NT$90
11019,31,NT$190
11019,29,NT$290
11020,72,NT$270
11020,72,NT$270
11020,73,NT$250
11020,71,NT$220
11021,66,NT$220
11021,73,NT$250
11021,73,NT$250
11021,73,NT$250
11022,665,NT$340
11022,82,NT$90
11022,67,NT$370
11023,665,NT$340
11023,92,NT$70
11024,71,NT$220
11024,97,NT$100
11024,29,NT$290
11024,31,NT$190
11024,29,NT$290
11025,665,NT$340
11025,93,NT$70
11025,97,NT$100
11026,73,NT$250
11026,677,NT$230
11026,74,NT$250
11026,73,NT$250
11026,30,NT$240
11027,677,NT$230
11027,84,NT$100
11027,92,NT$70
11027,74,NT$250
11027,83,NT$90
11028,83,NT$90
11028,93,NT$70
11028,665,NT$340
11029,665,NT$340
11029,97,NT$100
11029,677,NT$230
11029,67,NT$370
11029,97,NT$100
11030,83,NT$90
11030,67,NT$370
11031,82,NT$90
11031,29,NT$290
11031,82,NT$90
11031,74,NT$250
11031,74,NT$250
11032,71,NT$220
11032,82,NT$90
11032,677,NT$230
11032,73,NT$250
11033,665,NT$340
11033,66,NT$220
11033,66,NT$220
11034,83,NT$90
11034,82,NT$90
11034,82,NT$90
11035,71,NT$220
11035,74,NT$250
11035,66,NT$220
11035,84,NT$100
11035,71,NT$220
11036,72,NT$270
11036,82,NT$90
11036,82,NT$90
11036,29,NT$290
11036,73,NT$250
11037,74,NT$250
11037,93,NT$70
11037,74,NT$250
11037,31,NT$190
11037,83,NT$90
11038,97,NT$100
11038,66,NT$220
11039,73,NT$250
11039,82,NT$90
11040,74,NT$250
11040,665,NT$340
11040,72,NT$270
11041,93,NT$70
11041,83,NT$90
11042,83,NT$90
11042,92,NT$70
11043,31,NT$190
11043,93,NT$70
11043,31,NT$190
11044,84,NT$100
11044,97,NT$100
11044,67,NT$370
11045,92,NT$70
11045,92,NT$70
11045,83,NT$90
11045,74,NT$250
11046,83,NT$90
11046,83,NT$90
11047,72,NT$270
11047,84,NT$100
11047,92,NT$70
11048,665,NT$340
11048,93,NT$70
11048,82,NT$90
11048,67,NT$370
11049,71,NT$220
11049,31,NT$190
11049,29,NT$290
11050,93,NT$70
11050,72,NT$270
11051,29,NT$290
11051,71,NT$220
11051,30,NT$240
11052,73,NT$250
11052,74,NT$250
11052,84,NT$100
11052,30,NT$240
11052,72,NT$270
11053,74,NT$250
11053,30,NT$240
11053,83,NT$90
11054,93,NT$70
11054,66,NT$220
11055,93,NT$70
11055,73,NT$250
11055,677,NT$230
11055,92,NT$70
11055,29,NT$290
11056,31,NT$190
11056,66,NT$220
11057,71,NT$220
11057,30,NT$240
11057,30,NT$240
11057,30,NT$240
11058,82,NT$90
11058,30,NT$240
11058,92,NT$70
11058,83,NT$90
11059,665,NT$340
11059,72,NT$270
11059,73,NT$250
11059,665,NT$340
11059,73,NT$250
11060,92,NT$70
11060,97,NT$100
11060,84,NT$100
11060,30,NT$240
11061,93,NT$70
11061,97,NT$100
11061,82,NT$90
11062,83,NT$90
11062,93,NT$70
11062,74,NT$250
11063,31,NT$190
11063,93,NT$70
11063,93,NT$70
11063,66,NT$220
11064,71,NT$220
11064,73,NT$250
11064,71,NT$220
11065,66,NT$220
11065,677,NT$230
11066,74,NT$250
11066,30,NT$240
11066,29,NT$290
11066,29,NT$290
11066,29,NT$290
11067,83,NT$90
11067,83,NT$90
11067,30,NT$240
11068,67,NT$370
11068,84,NT$100
11069,665,NT$340
11069,665,NT$340
11070,66,NT$220
11070,29,NT$290
11070,84,NT$100
11071,74,NT$250
11071,82,NT$90
11071,31,NT$190
11071,29,NT$290
11072,73,NT$250
11072,74,NT$250
11072,30,NT$240
11072,72,NT$270
11073,29,NT$290
11073,665,NT$340
11074,31,NT$190
11074,97,NT$100
11074,71,NT$220
11075,66,NT$220
11075,66,NT$220
11076,92,NT$70
11076,74,NT$250
11077,71,NT$220
11077,84,NT$100
11077,72,NT$270
11078,665,NT$340
11078,74,NT$250
11078,67,NT$370
11078,73,NT$250
11079,29,NT$290
11079,67,NT$370
11079,67,NT$370
11080,93,NT$70
11080,71,NT$220
11080,66,NT$220
11081,83,NT$90
11081,665,NT$340
11081,83,NT$90
11081,84,NT$100
11082,74,NT$250
11082,665,NT$340
11082,72,NT$270
11083,74,NT$250
11083,30,NT$240
11083,665,NT$340
11083,67,NT$370
11084,30,NT$240
11084,93,NT$70
11085,677,NT$230
11085,82,NT$90
11086,74,NT$250
11086,665,NT$340
11086,71,NT$220
11087,92,NT$70
11087,665,NT$340
11087,73,NT$250
11087,74,NT$250
11088,73,NT$250
11088,74,NT$250
11088,84,NT$100
11088,66,NT$220
11089,66,NT$220
11089,74,NT$250
11089,677,NT$230
11089,92,NT$70
11089,74,NT$250
11090,665,NT$340
11090,31,NT$190
11090,29,NT$290
11091,92,NT$70
11091,665,NT$340
11092,82,NT$90
11092,83,NT$90
11093,74,NT$250
11093,73,NT$250
11093,30,NT$240
11093,97,NT$100
11093,30,NT$240
11094,73,NT$250
11094,93,NT$70
11094,93,NT$70
11095,73,NT$250
11095,82,NT$90
11095,31,NT$190
11095,72,NT$270
11095,29,NT$290
11096,92,NT$70
11096,93,NT$70
11096,72,NT$270
11096,92,NT$70
11097,92,NT$70
11097,66,NT$220
11098,29,NT$290
11098,677,NT$230
11099,83,NT$90
11099,677,NT$230
11099,97,NT$100
11099,67,NT$370
11100,74,NT$250
11100,84,NT$100
11100,665,NT$340
11101,665,NT$340
11101,66,NT$220
11101,74,NT$250
11102,29,NT$290
11102,74,NT$250
11102,66,NT$220
11102,677,NT$230
11103,665,NT$340
11103,74,NT$250
11103,97,NT$100
11104,72,NT$270
11104,665,NT$340
11104,73,NT$250
11105,83,NT$90
11105,72,NT$270
11105,73,NT$250
11105,31,NT$190
11106,67,NT$370
11106,74,NT$250
11106,677,NT$230
11106,82,NT$90
11107,72,NT$270
11107,97,NT$100
11107,665,NT$340
11108,29,NT$290
11108,83,NT$90
11108,30,NT$240
11108,677,NT$230
11109,677,NT$230
11109,92,NT$70
11110,97,NT$100
11110,31,NT$190
11111,31,NT$190
11111,72,NT$270
11111,92,NT$70
11111,66,NT$220
11111,66,NT$220
11112,30,NT$240
11112,665,NT$340
11113,97,NT$100
11113,84,NT$100
11113,92,NT$70
11113,72,NT$270
11114,97,NT$100
11114,665,NT$340
11114,67,NT$370
11114,82,NT$90
11114,83,NT$90
11115,73,NT$250
11115,82,NT$90
11115,66,NT$220
11115,67,NT$370
11116,93,NT$70
11116,74,NT$250
11117,677,NT$230
11117,71,NT$220
11117,71,NT$220
11117,97,NT$100
11117,71,NT$220
11118,30,NT$240
11118,31,NT$190
11118,82,NT$90
11118,93,NT$70
11119,67,NT$370
11119,97,NT$100
11119,665,NT$340
11120,66,NT$220
11120,29,NT$290
11120,30,NT$240
11120,66,NT$220
11121,84,NT$100
11121,83,NT$90
11121,677,NT$230
11122,665,NT$340
11122,67,NT$370
11123,72,NT$270
11123,71,NT$220
11124,82,NT$90
11124,677,NT$230
11124,84,NT$100
11125,665,NT$340
11125,31,NT$190
11125,66,NT$220
11125,665,NT$340
11125,31,NT$190
11126,82,NT$90
11126,29,NT$290
11127,30,NT$240
11127,31,NT$190
11127,665,NT$340
11127,72,NT$270
11127,92,NT$70
11128,71,NT$220
11128,677,NT$230
11129,677,NT$230
11129,92,NT$70
11129,73,NT$250
11129,677,NT$230
11129,92,NT$70
11130,83,NT$90
11130,92,NT$70
11130,677,NT$230
11130,72,NT$270
11130,67,NT$370
11131,73,NT$250
11131,677,NT$230
11131,84,NT$100
11131,29,NT$290
11132,74,NT$250
11132,97,NT$100
11133,71,NT$220
11133,31,NT$190
11133,71,NT$220
11134,29,NT$290
11134,677,NT$230
11134,29,NT$290
11135,665,NT$340
11135,73,NT$250
11135,31,NT$190
11136,73,NT$250
11136,72,NT$270
11136,29,NT$290
11136,71,NT$220
11136,93,NT$70
11137,97,NT$100
11137,83,NT$90
11137,30,NT$240
11138,677,NT$230
11138,93,NT$70
11138,677,NT$230
11138,677,NT$230
11138,30,NT$240
11139,92,NT$70
11139,97,NT$100
11140,74,NT$250
11140,93,NT$70
11140,29,NT$290
11141,30,NT$240
11141,92,NT$70
11141,67,NT$370
11141,665,NT$340
11142,74,NT$250
11142,29,NT$290
11142,29,NT$290
11142,30,NT$240
11142,82,NT$90
11143,31,NT$190
11143,67,NT$370
11144,92,NT$70
11144,97,NT$100
11145,82,NT$90
11145,74,NT$250
11145,29,NT$290
11145,97,NT$100
11145,97,NT$100
11146,677,NT$230
11146,31,NT$190
11146,29,NT$290
11146,31,NT$190
11146,72,NT$270
11147,71,NT$220
11147,83,NT$90
11147,84,NT$100
11147,72,NT$270
11148,30,NT$240
11148,71,NT$220
11149,84,NT$100
11149,30,NT$240
11149,29,NT$290
11149,83,NT$90
11149,82,NT$90
11150,93,NT$70
11150,30,NT$240
11150,67,NT$370
11151,73,NT$250
11151,29,NT$290
11152,31,NT$190
11152,92,NT$70
11153,66,NT$220
11153,71,NT$220
11154,677,NT$230
11154,29,NT$290
11155,30,NT$240
11155,72,NT$270
11155,74,NT$250
11155,73,NT$250
11155,665,NT$340
11156,677,NT$230
11156,73,NT$250
11156,82,NT$90
11156,31,NT$190
11156,66,NT$220
11157,665,NT$340
11157,30,NT$240
11157,97,NT$100
11157,82,NT$90
11157,67,NT$370
11158,71,NT$220
11158,72,NT$270
11158,71,NT$220
11158,82,NT$90
11158,84,NT$100
11159,73,NT$250
11159,66,NT$220
11159,72,NT$270
11159,92,NT$70
11159,97,NT$100
11160,665,NT$340
11160,67,NT$370
11160,74,NT$250
11160,30,NT$240
11161,74,NT$250
11161,72,NT$270
11161,71,NT$220
11161,71,NT$220
11161,83,NT$90
11162,97,NT$100
11162,83,NT$90
11163,93,NT$70
11163,84,NT$100
11163,97,NT$100
11163,31,NT$190
11163,30,NT$240
11164,83,NT$90
11164,74,NT$250
11165,93,NT$70
11165,31,NT$190
11165,73,NT$250
11165,66,NT$220
11165,72,NT$270
11166,31,NT$190
11166,71,NT$220
11166,67,NT$370
11167,71,NT$220
11167,29,NT$290
11168,66,NT$220
11168,66,NT$220
11168,66,NT$220
11169,67,NT$370
11169,31,NT$190
11170,71,NT$220
11170,677,NT$230
11171,72,NT$270
11171,97,NT$100
11172,83,NT$90
11172,83,NT$90
11172,84,NT$100
11172,83,NT$90
11172,67,NT$370
11173,31,NT$190
11173,74,NT$250
11173,66,NT$220
11173,84,NT$100
11173,82,NT$90
11174,93,NT$70
11174,31,NT$190
11174,31,NT$190
11174,66,NT$220
11175,83,NT$90
11175,29,NT$290
11175,31,NT$190
11176,97,NT$100
11176,66,NT$220
11177,84,NT$100
11177,82,NT$90
11177,30,NT$240
11177,71,NT$220
11178,31,NT$190
11178,73,NT$250
11178,66,NT$220
11178,93,NT$70
11179,677,NT$230
11179,71,NT$220
11180,66,NT$220
11180,92,NT$70
11181,73,NT$250
11181,82,NT$90
11181,82,NT$90
11181,665,NT$340
11181,67,NT$370
11182,82,NT$90
11182,97,NT$100
11183,30,NT$240
11183,677,NT$230
11184,677,NT$230
11184,67,NT$370
11184,67,NT$370
11185,31,NT$190
11185,93,NT$70
11185,73,NT$250
11186,66,NT$220
11186,67,NT$370
11187,71,NT$220
11187,83,NT$90
11187,30,NT$240
11188,72,NT$270
11188,84,NT$100
11188,71,NT$220
11188,31,NT$190
11189,97,NT$100
11189,97,NT$100
11190,30,NT$240
11190,66,NT$220
11190,73,NT$250
11191,29,NT$290
11191,67,NT$370
11191,67,NT$370
11192,83,NT$90
11192,93,NT$70
11192,73,NT$250
11193,29,NT$290
11193,29,NT$290
11193,677,NT$230
11193,29,NT$290
11193,677,NT$230
11194,29,NT$290
11194,31,NT$190
11194,30,NT$240
11195,92,NT$70
11195,73,NT$250
11195,82,NT$90
11196,83,NT$90
11196,74,NT$250
11196,92,NT$70
11197,29,NT$290
11197,92,NT$70
11197,66,NT$220
11197,29,NT$290
11198,73,NT$250
11198,73,NT$250
11199,82,NT$90
11199,67,NT$370
11199,97,NT$100
11199,82,NT$90
11199,73,NT$250
11200,92,NT$70
11200,29,NT$290
11200,73,NT$250
11200,92,NT$70
11201,93,NT$70
11201,84,NT$100
11201,82,NT$90
11201,84,NT$100
11202,82,NT$90
11202,73,NT$250
11202,665,NT$340
11203,92,NT$70
11203,83,NT$90
11203,72,NT$270
11204,665,NT$340
11204,97,NT$100
11204,30,NT$240
11204,83,NT$90
11205,67,NT$370
11205,97,NT$100
11205,72,NT$270
11205,82,NT$90
11206,67,NT$370
11206,665,NT$340
11207,30,NT$240
11207,74,NT$250
11207,29,NT$290
11207,92,NT$70
11208,67,NT$370
11208,92,NT$70
11209,30,NT$240
11209,71,NT$220
11209,677,NT$230
11209,97,NT$100
11209,92,NT$70
11210,74,NT$250
11210,72,NT$270
11210,82,NT$90
11210,74,NT$250
11211,93,NT$70
11211,73,NT$250
11211,82,NT$90
11212,30,NT$240
11212,67,NT$370
11212,97,NT$100
11212,93,NT$70
11212,29,NT$290
11213,71,NT$220
11213,30,NT$240
11214,29,NT$290
11214,93,NT$70
11214,67,NT$370
11215,31,NT$190
11215,71,NT$220
11215,665,NT$340
11215,97,NT$100
11215,30,NT$240
11216,66,NT$220
11216,84,NT$100
11216,73,NT$250
11216,84,NT$100
11216,665,NT$340
11217,74,NT$250
11217,97,NT$100
11217,71,NT$220
11218,29,NT$290
11218,84,NT$100
11218,29,NT$290
11218,31,NT$190
11219,74,NT$250
11219,665,NT$340
11220,74,NT$250
11220,93,NT$70
11220,66,NT$220
11220,71,NT$220
11221,66,NT$220
11221,83,NT$90
11221,665,NT$340
11222,31,NT$190
11222,84,NT$100
11223,73,NT$250
11223,29,NT$290
11223,92,NT$70
11223,71,NT$220
11224,73,NT$250
11224,93,NT$70
11225,677,NT$230
11225,29,NT$290
11225,677,NT$230
11225,83,NT$90
11226,72,NT$270
11226,83,NT$90
11226,73,NT$250
11226,92,NT$70
11227,665,NT$340
11227,83,NT$90
11227,73,NT$250
11228,84,NT$100
11228,83,NT$90
11228,66,NT$220
11228,72,NT$270
11228,92,NT$70
11229,677,NT$230
11229,97,NT$100
11230,665,NT$340
11230,72,NT$270
11230,92,NT$70
11231,665,NT$340
11231,82,NT$90
11232,66,NT$220
11232,71,NT$220
11232,665,NT$340
11233,83,NT$90
11233,84,NT$100
11234,82,NT$90
11234,67,NT$370
11235,92,NT$70
11235,71,NT$220
11236,92,NT$70
11236,665,NT$340
11236,82,NT$90
11236,30,NT$240
11237,31,NT$190
11237,67,NT$370
11237,97,NT$100
11238,31,NT$190
11238,73,NT$250
11238,84,NT$100
11238,67,NT$370
11239,67,NT$370
11239,83,NT$90
11239,66,NT$220
11239,72,NT$270
11239,93,NT$70
11240,84,NT$100
11240,67,NT$370
11240,83,NT$90
11240,82,NT$90
11241,97,NT$100
11241,73,NT$250
11242,30,NT$240
11242,71,NT$220
11243,92,NT$70
11243,677,NT$230
11243,84,NT$100
11244,66,NT$220
11244,66,NT$220
11244,677,NT$230
11244,92,NT$70
11245,72,NT$270
11245,83,NT$90
11246,84,NT$100
11246,72,NT$270
11246,83,NT$90
11247,30,NT$240
11247,71,NT$220
11247,93,NT$70
11247,677,NT$230
11248,67,NT$370
11248,677,NT$230
11248,84,NT$100
11248,73,NT$250
11249,84,NT$100
11249,97,NT$100
11249,92,NT$70
11250,73,NT$250
11250,29,NT$290
11250,74,NT$250
11250,72,NT$270
11250,66,NT$220
11251,84,NT$100
11251,677,NT$230
11251,84,NT$100
11251,93,NT$70
11252,83,NT$90
11252,31,NT$190
11252,73,NT$250
11252,92,NT$70
11253,82,NT$90
11253,30,NT$240
11254,83,NT$90
11254,82,NT$90
11255,665,NT$340
11255,93,NT$70
11255,665,NT$340
11255,92,NT$70
11256,74,NT$250
11256,31,NT$190
11256,74,NT$250
11257,31,NT$190
11257,72,NT$270
11257,31,NT$190
11258,31,NT$190
11258,30,NT$240
11258,665,NT$340
11259,93,NT$70
11259,677,NT$230
11259,31,NT$190
11259,92,NT$70
11260,93,NT$70
11260,74,NT$250
11260,73,NT$250
11261,73,NT$250
11261,74,NT$250
11261,677,NT$230
11261,74,NT$250
11262,66,NT$220
11262,67,NT$370
11263,67,NT$370
11263,93,NT$70
11263,30,NT$240
11263,84,NT$100
11263,82,NT$90
11264,30,NT$240
11264,72,NT$270
11264,73,NT$250
11265,72,NT$270
11265,92,NT$70
11265,74,NT$250
11266,73,NT$250
11266,74,NT$250
11266,71,NT$220
11266,29,NT$290
11266,97,NT$100
11267,83,NT$90
11267,31,NT$190
11267,74,NT$250
11267,30,NT$240
11267,71,NT$220
11268,84,NT$100
11268,677,NT$230
11269,84,NT$100
11269,31,NT$190
11269,74,NT$250
11269,30,NT$240
11270,93,NT$70
11270,665,NT$340
11270,72,NT$270
11270,92,NT$70
11271,677,NT$230
11271,29,NT$290
11272,92,NT$70
11272,97,NT$100
11272,92,NT$70
11272,83,NT$90
11273,30,NT$240
11273,92,NT$70
11273,665,NT$340
11273,66,NT$220
11273,97,NT$100
11274,29,NT$290
11274,29,NT$290
11274,82,NT$90
11274,83,NT$90
11275,82,NT$90
11275,665,NT$340
11275,67,NT$370
11276,31,NT$190
11276,31,NT$190
11276,93,NT$70
11276,72,NT$270
11276,82,NT$90
11277,665,NT$340
11277,82,NT$90
11277,97,NT$100
11277,677,NT$230
